Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Uruguay,URY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.894,10.41,10.071,9.958,9.871,..
Uzbekistan,UZB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.722,25.634,26.45,26.524,26.465,..
Vanuatu,VUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.717,29.941,29.334,28.673,28.05,..
"Venezuela, RB",VEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.299,15.542,15.219,15.025,15.087,..
Viet Nam,VNM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.513,15.234,14.735,14.272,13.831,..
Virgin Islands (U.S.),VIR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.3,12.1,11.8,11.6,11.4,..
West Bank and Gaza,PSE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.708,28.877,28.225,27.575,27.062,..
"Yemen, Rep.",YEM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.947,35.895,35.668,35.407,35.209,..
Zambia,ZMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.006,34.408,33.93,33.542,33.081,..
Zimbabwe,ZWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.121,30.988,30.932,30.882,30.41,..
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,
Last Updated: 04/15/2025,,,,,,,,,
